,symbol,stock_val_10,stock_val_11,stock_val_12,stock_val_13,stock_val_14,stock_val_15,stock_val_16,rating,After Tax ROE,Capital Expenditures,Cost of Revenue,Depreciation,Earnings Before Tax,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Net Borrowings,Net Income,Total Assets,Total Liabilities & Equity,Total Revenue,For Year,Estimated Shares Outstanding
406,WY,52305483.0,63606823.00000001,167290006.0,91515116.0,72648535.97580001,69040942.0,85013277.0,2,10.0,-479000000.0,5694000000.0,479000000.0,503000000.0,9261000000.0,40000000.0,20.0,1388000000.0,0.0,-118000000.0,4891000000.0,74000000.0,0.0,506000000.0,12486000000.0,12486000000.0,7082000000.0,2015,568539325.843
407,WYN,63002881.8971,40436489.1378,49618324.0675,44869842.217800006,51121537.1922,99130927.729,40063703.5738,3,64.0,-222000000.0,2700000000.0,234000000.0,916000000.0,2363000000.0,1563000000.0,51.0,2836000000.0,-17000000.0,130000000.0,4955000000.0,2438000000.0,171000000.0,612000000.0,9716000000.0,9716000000.0,5536000000.0,2015,118146718.147
408,WYNN,144347978.4396,159403920.1146,128227348.7202,142064620.1205,242925071.835,113720687.28720002,163374138.777,3,174.0,-1921240000.0,2530374000.0,342414000.0,289247000.0,7477478000.0,0.0,38.0,1545509000.0,-3660000.0,-220361000.0,9212765000.0,136983000.0,1916725000.0,195290000.0,10522259000.0,10522259000.0,4075883000.0,2015,101186528.497
409,XEC,29524754.666500002,40296901.302,27346701.0,61120568.3304,109317800.0,79315809.3378,63342987.20339999,3,86.0,-1049636000.0,519874000.0,778923000.0,-3782384000.0,3506155000.0,620232000.0,64.0,932745000.0,0.0,-276735000.0,1485620000.0,501000.0,-24633000.0,-2408948000.0,5243286000.0,5243286000.0,1452619000.0,2015,92937808.642
410,XEL,34046233.5543,52651434.0951,115234948.6857,48973233.752799995,88003995.1,83684663.99999999,76825321.8876,3,9.0,-3683359000.0,7033633000.0,1249338000.0,1527204000.0,31205851000.0,0.0,36.0,3990853000.0,-22443000.0,-175214000.0,12490719000.0,1954078000.0,1201830000.0,984485000.0,39053535000.0,39053535000.0,11024486000.0,2015,507466494.845
411,XL,31429528.0,27676023.0,54362655.8307,36701968.0,49798691.5511,74210838.0,35739790.0816,3,10.0,0.0,6199645000.0,330770000.0,909031000.0,0.0,0.0,33.0,3109281000.0,905906000.0,-427856000.0,4762697000.0,37826830000.0,893153000.0,1201560000.0,58682938000.0,58682938000.0,9308926000.0,2015,284729857.82
412,XLNX,60368238.0,42604535.3289,79878152.22749999,55811165.5692,122398148.82739998,53982622.1493,127483326.8883,2,21.0,-34004000.0,671907000.0,80489000.0,636825000.0,283346000.0,159296000.0,70.0,1541974000.0,-379982000.0,-21117000.0,995835000.0,220807000.0,0.0,550867000.0,4823154000.0,4823154000.0,2213881000.0,2016,257414485.981
413,XOM,1116812989.8211,828011983.5378,1714624799.4324,861171494.4712,1048124105.9884,797872784.2929,822972646.2356,2,9.0,-26490000000.0,165590000000.0,18048000000.0,21966000000.0,251605000000.0,0.0,36.0,93898000000.0,235000000.0,-7471000000.0,25342000000.0,34245000000.0,9255000000.0,16150000000.0,336758000000.0,336758000000.0,259488000000.0,2015,4194805194.81
414,XRAY,14488079.152,19902313.137599997,31474106.7946,21059712.0,40501181.0,25429214.1642,54797316.0,3,11.0,-72000000.0,1157100000.0,134200000.0,329700000.0,558800000.0,1987600000.0,57.0,1517200000.0,24400000.0,13100000.0,1141000000.0,0.0,-116800000.0,251200000.0,4402900000.0,4402900000.0,2674300000.0,2015,140335195.531
415,XRX,57439872.0,70953848.0,58135044.0,65210511.0,50590386.0,66943488.00000001,98215992.0,3,5.0,-251000000.0,12782000000.0,1190000000.0,412000000.0,1491000000.0,8823000000.0,29.0,5263000000.0,0.0,221000000.0,6382000000.0,3965000000.0,-370000000.0,474000000.0,24817000000.0,24817000000.0,18045000000.0,2015,1128571428.57
416,YHOO,128957327.24550001,174733053.16720003,410837490.0,335304207.7086,469995531.39000005,245990945.20800003,248709959.1368,3,15.0,-554163000.0,2077748000.0,719892000.0,-4813176000.0,1547323000.0,808114000.0,58.0,2890553000.0,2446759000.0,-3427810000.0,1233485000.0,34651551000.0,0.0,-4359082000.0,45203966000.0,45203966000.0,4968301000.0,2015,939457327.586
417,YUM,56271742.0499304,73539783.2256312,221688176.8025753,161270537.67106688,112145011.80725928,125471646.29745635,119510046.7742,3,142.0,-973000000.0,9359000000.0,747000000.0,1787000000.0,4189000000.0,656000000.0,29.0,3746000000.0,0.0,148000000.0,3054000000.0,61000000.0,631000000.0,1293000000.0,8075000000.0,8075000000.0,13105000000.0,2015,435353535.354
418,ZBH,38628128.0,59130595.7862,73852618.4316,60573501.300000004,78248456.62020001,67668361.3616,100496157.07859999,3,1.0,-434100000.0,1800600000.0,712400000.0,153200000.0,2062600000.0,9934200000.0,70.0,4197200000.0,588100000.0,-263100000.0,11556300000.0,0.0,-239900000.0,147000000.0,27219500000.0,27219500000.0,5997800000.0,2015,188461538.462
419,ZION,32526352.0,18044753.1084,47623560.0,32278902.9226,41932508.0,47436478.2624,83415825.9381,3,4.0,-157361000.0,49344000.0,151088000.0,451859000.0,912554000.0,1014129000.0,0.0,0.0,-2567082000.0,-5759000.0,0.0,49278450000.0,-187518000.0,309471000.0,59669525000.0,59669525000.0,2210591000.0,2015,257892500.0
